grant_id,full_name,faculty_id,faculty_name,match_score,proposed_is_copi
131885,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
131955,ARMEN  STEPANYANTS,140432,"STEPANYANTS, ARMEN B",91.89189189189189,False
181769,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
185078,Raymond G. Booth,930340,"BOOTH, RAYMOND G",93.75,False
217155,HOOMAN  NOORCHASHM,2592117,"NOORCHASHM, HOOMAN",97.14285714285714,False
290045,Francis  Loth,311974,"LOTH, FRANCIS",96.0,True
948469,Daniel  Kim,1906890,"KIM, DANIEL",95.23809523809524,False
1181098,CRAIG F FERRIS,400583,"FERRIS, CRAIG F",96.55172413793103,False
1181726,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1224938,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1234832,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1236364,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
639967,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
641019,HAVA Karsenty AVRAHAM,1798988,"AVRAHAM, HAVA KARSENTY",97.67441860465117,False
642082,Christie Jade Rizzo,1797838,"RIZZO, CHRISTIE JADE",97.43589743589743,False
643158,Peter John Bex,1742047,"BEX, PETER JOHN",96.55172413793103,False
645905,CARLA  MATTOS,1135712,"MATTOS, CARLA",96.0,False
646284,SPIRO  PAVLOPOULOS,587783,"PAVLOPOULOS, SPIRO",97.14285714285714,False
646494,Diomedes E. Logothetis,708006,"LOGOTHETIS, DIOMEDES E",95.45454545454545,False
647427,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
648460,Peter John Bex,1742047,"BEX, PETER JOHN",96.55172413793103,False
650194,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
651327,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
651772,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,True
701702,Ganesh A Thakur,142388,"THAKUR, GANESH A",96.7741935483871,False
1181099,CRAIG F FERRIS,400583,"FERRIS, CRAIG F",96.55172413793103,False
1199033,Diomedes E. Logothetis,708006,"LOGOTHETIS, DIOMEDES E",95.45454545454545,False
1208072,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1236363,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
700848,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
702756,HOOMAN  NOORCHASHM,2592117,"NOORCHASHM, HOOMAN",97.14285714285714,False
703000,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,True
703241,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
703634,Francis  Loth,311974,"LOTH, FRANCIS",96.0,False
704104,Guohao  Dai,1211879,"DAI, GUOHAO",95.23809523809524,False
704363,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
708419,Bryan Quilty Spring,1676861,"SPRING, BRYAN QUILTY",97.43589743589743,False
709893,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
710697,S. Veronica  Godoy-Carter,959193,"GODOY-CARTER, VERONICA S",95.83333333333333,False
711993,Daniel  Kim,1906890,"KIM, DANIEL",95.23809523809524,False
712603,Raymond G. Booth,930340,"BOOTH, RAYMOND G",93.75,False
713892,John W. Devlin,141678,"DEVLIN, JOHN W",92.85714285714286,False
714230,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
714290,ANAND R ASTHAGIRI,504667,"ASTHAGIRI, ANAND R",97.14285714285714,False
1091200,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
1094895,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
1095629,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1095880,Phil  Brown,1988111,"BROWN, PHIL",95.23809523809524,False
1096022,DAVID R KAELI,148296,"KAELI, DAVID R",96.29629629629629,False
1097363,Michael B Silevitch,144147,"SILEVITCH, MICHAEL B",97.43589743589743,False
1097723,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
1099663,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1100471,CRAIG F FERRIS,400583,"FERRIS, CRAIG F",96.55172413793103,False
1105938,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
1107039,Michail  Sitkovsky,141038,"SITKOVSKY, MICHAIL V",91.89189189189189,False
1108195,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1111838,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1112453,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1199032,Diomedes E. Logothetis,708006,"LOGOTHETIS, DIOMEDES E",95.45454545454545,False
1208071,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1224937,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1235783,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
747503,RUPAL  PATEL,141211,"PATEL, RUPAL",95.65217391304348,False
747556,Michail  Sitkovsky,141038,"SITKOVSKY, MICHAIL V",91.89189189189189,True
747756,Rouzbeh  Amini,118983,"AMINI, ROUZBEH",96.29629629629629,False
748165,Predrag  Radivojac,1357914,"RADIVOJAC, PREDRAG",97.14285714285714,False
750370,Roman  Manetsch,1772738,"MANETSCH, ROMAN",96.55172413793103,False
751598,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
752993,Rebecca L Carrier,148071,"CARRIER, REBECCA LYN",91.89189189189189,False
756835,TIMOTHY W. BICKMORE,959144,"BICKMORE, TIMOTHY W",94.73684210526315,True
934039,Roman  Manetsch,1772738,"MANETSCH, ROMAN",96.55172413793103,True
1109959,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1112588,Diomedes E. Logothetis,708006,"LOGOTHETIS, DIOMEDES E",95.45454545454545,False
848719,Jason Jianxin Guo,142365,"GUO, JASON JIANXIN",97.14285714285714,False
848889,Laura  Senier,842550,"SENIER, LAURA",96.0,False
849596,Predrag  Radivojac,1357914,"RADIVOJAC, PREDRAG",97.14285714285714,False
851634,Rebecca L Carrier,148071,"CARRIER, REBECCA LYN",91.89189189189189,False
851635,Rebecca L Carrier,148071,"CARRIER, REBECCA LYN",91.89189189189189,False
853823,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,False
854849,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
855643,Amy Shirong Lu,1798859,"LU, AMY SHIRONG",96.55172413793103,False
856119,Edward  Geisinger,1870636,"GEISINGER, EDWARD",96.96969696969697,False
856285,STEPHEN S INTILLE,541359,"INTILLE, STEPHEN S",97.14285714285714,False
925665,Jonathan Lee Tilly,1906425,"TILLY, JONATHAN LEE",97.29729729729729,False
925665,Ning  Wang,2689448,"WANG, NING",94.73684210526315,True
931046,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,False
931721,CHANGYAN  CHEN,1901568,"CHEN, CHANGYAN",96.29629629629629,False
1107779,Herbert  Levine,1383874,"LEVINE, HERBERT",96.55172413793103,False
921406,Guohao  Dai,1211879,"DAI, GUOHAO",95.23809523809524,False
923242,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
924366,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,True
926884,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
931362,Lichuan  Ye,1870630,"YE, LICHUAN",95.23809523809524,False
934147,TIMOTHY W. BICKMORE,959144,"BICKMORE, TIMOTHY W",94.73684210526315,True
981927,RUPAL  PATEL,141211,"PATEL, RUPAL",95.65217391304348,False
952103,Predrag  Radivojac,1357914,"RADIVOJAC, PREDRAG",97.14285714285714,True
952433,Ganesh A Thakur,142388,"THAKUR, GANESH A",96.7741935483871,False
954219,Jason Jianxin Guo,142365,"GUO, JASON JIANXIN",97.14285714285714,False
954799,Predrag  Radivojac,1357914,"RADIVOJAC, PREDRAG",97.14285714285714,False
956330,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
962706,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,True
964009,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,False
972366,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
974304,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
977134,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
977158,RUPAL  PATEL,141211,"PATEL, RUPAL",95.65217391304348,False
978083,Daniel  Kim,1906890,"KIM, DANIEL",95.23809523809524,False
978739,SPIRO  PAVLOPOULOS,587783,"PAVLOPOULOS, SPIRO",97.14285714285714,False
978818,Samuel Hue-Kay Chung,1872263,"CHUNG, SAMUEL HUE-KAY",97.5609756097561,False
982353,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
989777,ALBERT-LASZLO  BARABASI,404727,"BARABASI, ALBERT-LASZLO",97.77777777777777,True
1089343,CRAIG F FERRIS,400583,"FERRIS, CRAIG F",96.55172413793103,False
1093921,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1095591,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1096018,DAVID R KAELI,148296,"KAELI, DAVID R",96.29629629629629,False
1097148,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1106361,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1110927,Alessandro  Vespignani,1134982,"VESPIGNANI, ALESSANDRO",97.67441860465117,False
1116258,CRAIG F FERRIS,400583,"FERRIS, CRAIG F",96.55172413793103,False
1050711,Eno Essien Ebong,1757502,"EBONG, ENO ESSIEN",96.96969696969697,False
1050748,Jennifer G Dy,141178,"DY, JENNIFER G",96.29629629629629,True
1051293,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
1051628,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1052078,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1053140,Christie Jade Rizzo,1797838,"RIZZO, CHRISTIE JADE",97.43589743589743,False
1055769,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
1056071,Qianqian  Fang,1672352,"FANG, QIANQIAN",96.29629629629629,False
1061334,Bryan Quilty Spring,1676861,"SPRING, BRYAN QUILTY",97.43589743589743,False
1062006,LEO  BELETSKY,1132067,"BELETSKY, LEO",96.0,True
1062168,Dagmar  Sternad,62737,"STERNAD, DAGMAR",96.55172413793103,False
1063225,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1064119,ARMEN  STEPANYANTS,140432,"STEPANYANTS, ARMEN B",91.89189189189189,False
1065559,Jonathan E Peelle,2668909,"PEELLE, JONATHAN",90.9090909090909,False
1067056,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,False
1114660,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1142375,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,False
1254703,Lichuan  Ye,1870630,"YE, LICHUAN",95.23809523809524,False
1089431,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1092921,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1136120,Qianqian  Fang,1672352,"FANG, QIANQIAN",96.29629629629629,False
1137799,TIMOTHY W. BICKMORE,959144,"BICKMORE, TIMOTHY W",94.73684210526315,True
1137951,Alexander R. Ivanov,938901,"IVANOV, ALEXANDER R",94.73684210526315,False
1138040,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,False
1140669,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1141062,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,False
1141907,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1143092,Olga  Vitek,1798183,"VITEK, OLGA",95.23809523809524,False
1144059,Alexander R. Ivanov,938901,"IVANOV, ALEXANDER R",94.73684210526315,True
1145831,Vladimir P Torchilin,141513,"TORCHILIN, VLADIMIR P",97.5609756097561,True
1146776,ALBERT-LASZLO  BARABASI,404727,"BARABASI, ALBERT-LASZLO",97.77777777777777,False
1147748,BETH Ellen MOLNAR,1982153,"MOLNAR, BETH ELLEN",97.14285714285714,False
1148591,Amy Shirong Lu,1798859,"LU, AMY SHIRONG",96.55172413793103,False
1148718,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,True
1149019,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,True
1149950,Rebecca L Carrier,148071,"CARRIER, REBECCA LYN",91.89189189189189,False
1151012,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
1152380,Moka  Yoo-Jeong,1517115,"YOO-JEONG, MOKA",96.55172413793103,False
1195411,Guohao  Dai,1211879,"DAI, GUOHAO",95.23809523809524,False
1214065,Jonathan E Peelle,2668909,"PEELLE, JONATHAN",90.9090909090909,False
1216679,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,False
1221651,Dagmar  Sternad,62737,"STERNAD, DAGMAR",96.55172413793103,False
1227464,Erin Lynn Meier,1524050,"MEIER, ERIN LYNN",96.7741935483871,False
1234290,Sara Hakim Rouhanifard,495663,"ROUHANIFARD, SARA HAKIM",97.77777777777777,False
1241510,Susanne M Jaeggi,2629594,"JAEGGI, SUSANNE",90.3225806451613,False
1241596,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1267594,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1268404,Joshua Jon Stefanik,156173,"STEFANIK, JOSHUA JON",97.43589743589743,False
1270145,Jie  Shen,2898788,"SHEN, JIE",94.11764705882354,True
1272569,PENNY J BEUNING,926928,"BEUNING, PENNY J",96.7741935483871,False
1272730,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
1274379,Ke  Zhang,1986519,"ZHANG, KE",94.11764705882354,False
1275124,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
1275452,Jonathan Lee Tilly,1906425,"TILLY, JONATHAN LEE",97.29729729729729,False
1275571,MiYoung  Kwon,1349887,"KWON, MIYOUNG",96.0,False
1276162,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
1277003,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1297625,Abigail Nelson Koppes,1905318,"KOPPES, ABIGAIL NELSON",97.67441860465117,False
1297642,Emily  Zimmerman,1905043,"ZIMMERMAN, EMILY",96.7741935483871,False
1322051,Neel Satish Joshi,1064966,"JOSHI, NEEL SATISH",97.14285714285714,False
1330579,Daniel  Kim,1906890,"KIM, DANIEL",95.23809523809524,False
1341532,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,False
1312956,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,True
1320569,Alexander R. Ivanov,938901,"IVANOV, ALEXANDER R",94.73684210526315,False
1322903,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1322976,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1322998,Vito  Quaranta,2474499,"QUARANTA, VITO",96.29629629629629,False
1323254,Chiara  Bellini,1219187,"BELLINI, CHIARA",96.55172413793103,True
1328983,Ambika Goel Bajpayee,1214218,"BAJPAYEE, AMBIKA GOEL",97.5609756097561,False
1337096,Donald John Robinaugh,2961400,"ROBINAUGH, DONALD JOHN",97.67441860465117,False
1339223,Raymond G. Booth,930340,"BOOTH, RAYMOND G",93.75,False
1339763,Mingyang  Lu,1524112,"LU, MINGYANG",95.65217391304348,False
1339792,SPIRO  PAVLOPOULOS,587783,"PAVLOPOULOS, SPIRO",97.14285714285714,False
1354328,Lisa Feldman Barrett,526595,"BARRETT, LISA FELDMAN",97.5609756097561,False
1356157,Emily  Zimmerman,1905043,"ZIMMERMAN, EMILY",96.7741935483871,False
1356220,Jeffrey W Ruberti,148920,"RUBERTI, JEFFREY W",97.14285714285714,False
1356637,Jonathan E Peelle,2668909,"PEELLE, JONATHAN",90.9090909090909,False
1357826,STEPHEN S INTILLE,541359,"INTILLE, STEPHEN S",97.14285714285714,True
1357896,JAMES C BENNEYAN,130033,"BENNEYAN, JAMES C",96.96969696969697,False
1358046,Konstantin  Khrapko,1758757,"KHRAPKO, KONSTANTIN",97.29729729729729,True
1358046,Jonathan Lee Tilly,1906425,"TILLY, JONATHAN LEE",97.29729729729729,False
1358320,Qianqian  Fang,1672352,"FANG, QIANQIAN",96.29629629629629,False
1360436,Idia Binitie Thurston,2877568,"THURSTON, IDIA BINITIE",97.67441860465117,False
1364713,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1369738,Peter John Bex,1742047,"BEX, PETER JOHN",96.55172413793103,False
1370818,Leigh Daniel Plant,1848730,"PLANT, LEIGH DANIEL",97.29729729729729,False
1371891,Roman  Manetsch,1772738,"MANETSCH, ROMAN",96.55172413793103,False
1372706,Christie Jade Rizzo,1797838,"RIZZO, CHRISTIE JADE",97.43589743589743,False
1374512,Roman  Manetsch,1772738,"MANETSCH, ROMAN",96.55172413793103,False
1375437,CHANGYAN  CHEN,1901568,"CHEN, CHANGYAN",96.29629629629629,False
1391830,MARK C WILLIAMS,141540,"WILLIAMS, MARK C",96.7741935483871,False
1392549,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
1471782,Ambika Goel Bajpayee,1214218,"BAJPAYEE, AMBIKA GOEL",97.5609756097561,False
1473206,Chiara  Bellini,1219187,"BELLINI, CHIARA",96.55172413793103,False
1473868,Sara  Lopez-Pintado,1358789,"LOPEZ-PINTADO, SARA",97.29729729729729,False
1474193,Christie Jade Rizzo,1797838,"RIZZO, CHRISTIE JADE",97.43589743589743,True
1474344,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1474912,Jie  Shen,2898788,"SHEN, JIE",94.11764705882354,False
1476404,Zhenghan  Qi,1061729,"QI, ZHENGHAN",95.65217391304348,False
1476807,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
1477084,SRINIVAS  SRIDHAR,141846,"SRIDHAR, SRINIVAS",96.96969696969697,False
1477615,Jonathan E Peelle,2668909,"PEELLE, JONATHAN",90.9090909090909,False
1478293,Enrico  Bertini,2969201,"BERTINI, ENRICO",96.55172413793103,True
1480127,JAMES C BENNEYAN,130033,"BENNEYAN, JAMES C",96.96969696969697,True
1485119,Alina Ionica  Lungeanu,1333745,"LUNGEANU, ALINA IONICA",97.67441860465117,False
1485405,Kim  Lewis,148351,"LEWIS, KIM",94.73684210526315,False
1486808,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
1489371,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1490063,DAVID R KAELI,148296,"KAELI, DAVID R",96.29629629629629,False
1490321,ANAND R ASTHAGIRI,504667,"ASTHAGIRI, ANAND R",97.14285714285714,False
1490839,Jonathan E Peelle,2668909,"PEELLE, JONATHAN",90.9090909090909,True
1491403,James R Monaghan,1982126,"MONAGHAN, JAMES",90.3225806451613,False
1491638,Bryan Quilty Spring,1676861,"SPRING, BRYAN QUILTY",97.43589743589743,False
1492122,Akram N Alshawabkeh,141504,"ALSHAWABKEH, AKRAM N",97.43589743589743,False
1492504,Seungmoon  Song,2982090,"SONG, SEUNGMOON",96.55172413793103,False
1493706,Meni  Wanunu,1138114,"WANUNU, MENI",95.65217391304348,False
1513450,CAMRON D BRYANT,2458043,"BRYANT, CAMRON D",96.7741935483871,False
1513534,STEPHEN S INTILLE,541359,"INTILLE, STEPHEN S",97.14285714285714,False
1514386,Ning  Zhang,2663507,"ZHANG, NING",95.23809523809524,False
1514515,Alexandros  Makriyannis,148962,"MAKRIYANNIS, ALEXANDROS",97.77777777777777,False
1514702,PENNY J BEUNING,926928,"BEUNING, PENNY J",96.7741935483871,False
1515282,Dagmar  Sternad,62737,"STERNAD, DAGMAR",96.55172413793103,False
1516897,Alessandro  Vespignani,1134982,"VESPIGNANI, ALESSANDRO",97.67441860465117,False
1517873,REBECCA M SHANSKY,1134519,"SHANSKY, REBECCA M",97.14285714285714,False
1518073,Ambika Goel Bajpayee,1214218,"BAJPAYEE, AMBIKA GOEL",97.5609756097561,False
1518360,LEE  MAKOWSKI,544933,"MAKOWSKI, LEE",96.0,False
1518407,Predrag  Radivojac,1357914,"RADIVOJAC, PREDRAG",97.14285714285714,True
